Order_ID,Order_Date,Customer_ID,Customer_Segment,Region,State,Sales_Channel,Category,Sub_Category,Unit_Price,Quantity,Discount , Discount_Amount  , Gross_Revenue  ,Net_Revenue,COGS,Gross_Profit,Shipping_Method,Shipping_Cost,Days_to_Ship,Payment_Method,Is_Returned,Return_Reason,Customer_Rating
ORD-100299,4/27/2024,CUST-03084,Returning,East,Connecticut,Mobile App,Electronics,Tablets,1037.73,1,0.07,72.64,1037.73,965.09,643.39,321.7,Overnight,24.99,1,Credit Card,No,,
ORD-100300,3/1/2022,CUST-02112,Returning,East,New Jersey,Mobile App,Home & Garden,Kitchen,299.26,2,0.07,41.9,598.52,556.62,299.26,257.36,Standard,4.99,6,Debit Card,No,,5
ORD-100301,12/3/2024,CUST-07519,Returning,Central,Kansas,Online,Clothing,Footwear,80.41,5,0,0,402.05,402.05,168.86,233.19,Free Shipping,0,8,Debit Card,Yes,Changed Mind,5
ORD-100302,1/19/2023,CUST-07794,Loyal,East,New York,Online,Clothing,Footwear,190.87,1,0,0,190.87,190.87,80.17,110.7,Standard,4.99,3,Credit Card,No,,5
ORD-100303,2/21/2022,CUST-03681,Loyal,South,Florida,Online,Food & Beverage,Beverages,15.74,3,0.1,4.72,47.22,42.5,25.97,16.53,Standard,4.99,3,Debit Card,No,,3
ORD-100304,12/5/2024,CUST-07276,Loyal,North,Montana,Mobile App,Electronics,Tablets,873.72,1,0.1,87.37,873.72,786.35,541.71,244.64,Standard,4.99,4,Credit Card,No,,4
ORD-100305,12/26/2024,CUST-05211,New,North,Michigan,Online,Clothing,Jackets,33.93,1,0.05,1.7,33.93,32.23,14.25,17.98,Express,12.99,1,Credit Card,No,,5
ORD-100306,5/26/2022,CUST-01867,Returning,East,Connecticut,Online,Books,Self-Help,24.1,1,0,0,24.1,24.1,9.16,14.94,Overnight,24.99,1,Credit Card,No,,5
ORD-100307,10/2/2023,CUST-07658,Returning,Central,Illinois,Phone Order,Beauty,Makeup,98.25,2,0,0,196.5,196.5,78.6,117.9,Standard,4.99,6,PayPal,No,,5
ORD-100308,10/22/2022,CUST-04713,Loyal,West,Washington,In-Store,Books,Educational,28.47,1,0,0,28.47,28.47,10.82,17.65,Free Shipping,0,9,PayPal,No,,4
ORD-100309,9/18/2022,CUST-05837,Returning,North,Michigan,In-Store,Clothing,Jackets,91.48,2,0.07,12.81,182.96,170.15,76.84,93.31,Express,12.99,2,Credit Card,No,,4
ORD-100310,12/2/2023,CUST-05883,Loyal,South,Texas,In-Store,Sports & Outdoors,Camping,221.73,2,0.1,44.35,443.46,399.11,212.86,186.25,Standard,4.99,3,PayPal,No,,2
ORD-100311,2/16/2024,CUST-07634,Returning,North,Minnesota,Online,Beauty,Fragrance,10.01,1,0,0,10.01,10.01,4,6.01,Free Shipping,0,10,Credit Card,No,,4
ORD-100312,10/11/2023,CUST-06009,VIP,East,Massachusetts,In-Store,Books,Self-Help,49.42,1,0,0,49.42,49.42,18.78,30.64,Express,12.99,1,Cash,No,,4
ORD-100313,1/6/2024,CUST-04326,Returning,North,Wisconsin,Online,Clothing,Footwear,85.58,1,0.07,5.99,85.58,79.59,35.94,43.65,Overnight,24.99,1,Debit Card,No,,
ORD-100314,11/12/2022,CUST-04577,Loyal,South,Texas,Online,Clothing,Women's Tops,195.36,1,0,0,195.36,195.36,82.05,113.31,Express,12.99,2,Credit Card,No,,5
ORD-100315,1/4/2023,CUST-01060,New,West,Arizona,Mobile App,Food & Beverage,Beverages,48.34,3,0,0,145.02,145.02,79.76,65.26,Express,12.99,1,Debit Card,No,,4
ORD-100316,9/16/2024,CUST-07148,Loyal,Central,Missouri,Phone Order,Beauty,Skincare,95.67,1,0,0,95.67,95.67,38.27,57.4,Express,12.99,3,Credit Card,No,,
ORD-100317,6/9/2022,CUST-05701,Returning,North,Michigan,In-Store,Books,Self-Help,38.81,1,0.07,2.72,38.81,36.09,14.75,21.34,Free Shipping,0,7,Credit Card,No,,2
ORD-100318,6/18/2023,CUST-01223,New,Central,Ohio,In-Store,Electronics,Headphones,408.51,1,0.05,20.43,408.51,388.08,253.28,134.8,Overnight,24.99,1,PayPal,No,,3
ORD-100319,1/30/2022,CUST-07410,Returning,South,Louisiana,In-Store,Clothing,Accessories,144.63,1,0.07,10.12,144.63,134.51,60.74,73.77,Standard,4.99,4,PayPal,No,,2
ORD-100320,10/12/2024,CUST-01445,Returning,South,Alabama,In-Store,Toys,Educational,133.09,2,0,0,266.18,266.18,119.78,146.4,Free Shipping,0,8,Credit Card,No,,4
ORD-100321,3/9/2024,CUST-06558,VIP,South,Louisiana,Mobile App,Food & Beverage,Supplements,28.67,1,0.15,4.3,28.67,24.37,15.77,8.6,Express,12.99,3,Credit Card,No,,4
ORD-100322,7/13/2023,CUST-02980,Returning,East,New York,Online,Beauty,Hair Care,90.76,2,0,0,181.52,181.52,72.61,108.91,Overnight,24.99,1,Debit Card,No,,3
ORD-100323,1/18/2022,CUST-03063,Returning,West,California,In-Store,Clothing,Men's Tops,50.71,1,0,0,50.71,50.71,21.3,29.41,Overnight,24.99,1,PayPal,No,,5
ORD-100324,9/3/2022,CUST-01908,Returning,South,Alabama,In-Store,Clothing,Accessories,143.69,1,0.07,10.06,143.69,133.63,60.35,73.28,Free Shipping,0,10,Apple Pay,No,,5
ORD-100325,10/25/2023,CUST-07658,Returning,North,Michigan,Mobile App,Books,Non-Fiction,19.11,1,0.07,1.34,19.11,17.77,7.26,10.51,Standard,4.99,6,Debit Card,No,,3
ORD-100326,6/2/2024,CUST-03052,New,North,North Dakota,In-Store,Sports & Outdoors,Water Sports,355.32,1,0.05,17.77,355.32,337.55,170.55,167,Express,12.99,3,Credit Card,No,,
ORD-100327,6/30/2023,CUST-04308,Loyal,West,Arizona,Online,Home & Garden,Bedding,509.54,2,0.1,101.91,1019.08,917.17,509.54,407.63,Express,12.99,1,PayPal,No,,
ORD-100328,1/6/2024,CUST-03785,New,West,California,In-Store,Beauty,Hair Care,18.84,1,0.05,0.94,18.84,17.9,7.54,10.36,Express,12.99,2,Cash,No,,
ORD-100329,1/27/2023,CUST-01292,Returning,North,Michigan,In-Store,Books,Children's,16.1,2,0.07,2.25,32.2,29.95,12.24,17.71,Standard,4.99,7,Apple Pay,No,,
ORD-100330,10/20/2024,CUST-07611,New,North,Michigan,Online,Food & Beverage,Snacks,54.03,1,0.05,2.7,54.03,51.33,29.72,21.61,Standard,4.99,4,PayPal,No,,5
ORD-100331,10/17/2022,CUST-01409,New,West,Arizona,Online,Food & Beverage,Snacks,72.84,3,0,0,218.52,218.52,120.19,98.33,Standard,4.99,3,PayPal,No,,2
ORD-100332,3/28/2023,CUST-06604,Loyal,West,Oregon,Mobile App,Clothing,Women's Tops,121.54,1,0.1,12.15,121.54,109.39,51.05,58.34,Standard,4.99,5,Gift Card,No,,4
ORD-100333,7/15/2023,CUST-01818,VIP,South,Georgia,In-Store,Home & Garden,Garden Tools,478.8,2,0,0,957.6,957.6,478.8,478.8,Standard,4.99,3,Debit Card,No,,2
ORD-100334,8/5/2023,CUST-02429,Returning,South,Florida,Online,Toys,Educational,127.16,1,0,0,127.16,127.16,57.22,69.94,Standard,4.99,5,Credit Card,No,,5
ORD-100335,1/10/2022,CUST-05157,Loyal,North,Montana,Phone Order,Sports & Outdoors,Camping,118.18,2,0.1,23.64,236.36,212.72,113.45,99.27,Free Shipping,0,8,Debit Card,No,,
ORD-100336,10/15/2024,CUST-07595,Returning,North,Minnesota,In-Store,Home & Garden,Kitchen,536.24,1,0,0,536.24,536.24,268.12,268.12,Standard,4.99,3,Credit Card,Yes,Better Price Found,
ORD-100337,8/26/2022,CUST-02884,Loyal,West,Arizona,In-Store,Clothing,Women's Tops,159.1,1,0,0,159.1,159.1,66.82,92.28,Free Shipping,0,8,Debit Card,No,,4
ORD-100338,9/19/2024,CUST-06896,Returning,South,Florida,Mobile App,Electronics,Headphones,292.68,1,0,0,292.68,292.68,181.46,111.22,Standard,4.99,7,Debit Card,No,,
ORD-100339,10/7/2022,CUST-07467,Loyal,West,Nevada,Online,Clothing,Jackets,161.98,4,0.1,64.79,647.92,583.13,272.13,311,Express,12.99,3,Credit Card,No,,3
ORD-100340,3/20/2023,CUST-05746,New,East,New York,In-Store,Food & Beverage,Organic,21.67,4,0.05,4.33,86.68,82.35,47.67,34.68,Standard,4.99,3,PayPal,No,,4
ORD-100341,10/29/2024,CUST-02970,Loyal,Central,Missouri,In-Store,Electronics,Headphones,153.85,2,0.1,30.77,307.7,276.93,190.77,86.16,Express,12.99,2,PayPal,No,,
ORD-100342,7/5/2022,CUST-04726,Loyal,East,Pennsylvania,In-Store,Electronics,Headphones,629.69,1,0.1,62.97,629.69,566.72,390.41,176.31,Standard,4.99,3,Apple Pay,No,,5
ORD-100343,2/28/2024,CUST-07508,VIP,North,Michigan,Online,Beauty,Wellness,32.78,2,0.15,9.83,65.56,55.73,26.22,29.51,Express,12.99,1,Credit Card,No,,4
ORD-100344,2/24/2024,CUST-06810,Returning,Central,Illinois,Online,Beauty,Fragrance,95.08,1,0,0,95.08,95.08,38.03,57.05,Standard,4.99,7,Credit Card,No,,5
ORD-100345,4/7/2023,CUST-04983,New,East,Connecticut,In-Store,Beauty,Hair Care,65.15,3,0.05,9.77,195.45,185.68,78.18,107.5,Standard,4.99,6,Credit Card,No,,5
ORD-100346,5/15/2022,CUST-02349,VIP,North,Minnesota,Online,Sports & Outdoors,Team Sports,142.27,2,0.15,42.68,284.54,241.86,136.58,105.28,Standard,4.99,5,Credit Card,No,,5
ORD-100347,9/28/2022,CUST-07569,New,West,Nevada,In-Store,Food & Beverage,Supplements,22.41,4,0.05,4.48,89.64,85.16,49.3,35.86,Standard,4.99,5,Credit Card,No,,5
ORD-100348,12/21/2024,CUST-02857,Returning,West,Oregon,In-Store,Toys,Educational,103.54,5,0.07,36.24,517.7,481.46,232.97,248.49,Free Shipping,0,10,Apple Pay,Yes,Not as Described,5
ORD-100349,8/8/2023,CUST-03133,Returning,South,Florida,Online,Home & Garden,Kitchen,234.4,1,0.07,16.41,234.4,217.99,117.2,100.79,Standard,4.99,6,Credit Card,No,,3
ORD-100350,12/28/2024,CUST-07049,VIP,West,Nevada,Mobile App,Clothing,Men's Tops,116.03,1,0.15,17.4,116.03,98.63,48.73,49.9,Standard,4.99,7,Cash,No,,5
ORD-100351,6/24/2024,CUST-07888,Returning,West,California,Online,Beauty,Skincare,34.23,1,0,0,34.23,34.23,13.69,20.54,Express,12.99,1,Debit Card,No,,
ORD-100352,2/5/2023,CUST-05017,VIP,Central,Missouri,In-Store,Electronics,Laptops,447.19,2,0.15,134.16,894.38,760.22,554.52,205.7,Standard,4.99,6,Cash,No,,3
ORD-100353,2/3/2024,CUST-04639,Returning,East,New Jersey,Online,Electronics,Tablets,976.9,1,0.07,68.38,976.9,908.52,605.68,302.84,Standard,4.99,6,Debit Card,No,,5
ORD-100354,6/26/2022,CUST-05838,Returning,East,Massachusetts,Phone Order,Home & Garden,Kitchen,458.54,1,0.07,32.1,458.54,426.44,229.27,197.17,Free Shipping,0,6,Debit Card,No,,4
ORD-100355,1/16/2023,CUST-05581,Loyal,Central,Missouri,Online,Toys,Outdoor Toys,151.34,1,0.1,15.13,151.34,136.21,68.1,68.11,Standard,4.99,6,Apple Pay,No,,5
ORD-100356,8/13/2023,CUST-05906,Returning,West,Washington,Online,Toys,Board Games,152.41,2,0.07,21.34,304.82,283.48,137.17,146.31,Free Shipping,0,9,PayPal,No,,4
ORD-100357,2/5/2022,CUST-01433,Loyal,Central,Illinois,Online,Books,Non-Fiction,19.44,1,0.1,1.94,19.44,17.5,7.39,10.11,Standard,4.99,3,Debit Card,No,,4
ORD-100358,1/11/2023,CUST-03223,Loyal,South,Louisiana,Online,Clothing,Accessories,141.8,2,0,0,283.6,283.6,119.11,164.49,Free Shipping,0,7,Credit Card,No,,1
ORD-100359,9/20/2024,CUST-05576,Loyal,South,Texas,Online,Toys,Outdoor Toys,127.7,3,0.1,38.31,383.1,344.79,172.4,172.39,Free Shipping,0,8,Debit Card,No,,5
ORD-100360,6/6/2022,CUST-05895,New,North,North Dakota,Online,Clothing,Women's Tops,111.77,5,0,0,558.85,558.85,234.72,324.13,Express,12.99,3,PayPal,No,,3
ORD-100361,4/10/2023,CUST-01154,Loyal,South,Florida,Phone Order,Books,Non-Fiction,40.53,2,0,0,81.06,81.06,30.8,50.26,Standard,4.99,3,Debit Card,No,,4
ORD-100362,6/3/2023,CUST-02638,VIP,East,New York,Mobile App,Electronics,Laptops,280.97,1,0,0,280.97,280.97,174.2,106.77,Standard,4.99,5,PayPal,No,,5
ORD-100363,10/22/2024,CUST-02569,New,Central,Illinois,Online,Sports & Outdoors,Water Sports,434.8,1,0.05,21.74,434.8,413.06,208.7,204.36,Standard,4.99,6,Debit Card,Yes,Defective,5
ORD-100364,1/15/2023,CUST-07237,Returning,South,Georgia,Phone Order,Food & Beverage,Snacks,78.84,1,0,0,78.84,78.84,43.36,35.48,Express,12.99,3,Debit Card,No,,5
ORD-100365,6/18/2022,CUST-04636,Returning,North,North Dakota,Online,Beauty,Fragrance,34.84,1,0.07,2.44,34.84,32.4,13.94,18.46,Free Shipping,0,7,Debit Card,No,,5
ORD-100366,1/3/2023,CUST-04281,New,North,North Dakota,Online,Electronics,Headphones,918.79,5,0.05,229.7,4593.95,4364.25,2848.25,1516,Standard,4.99,5,PayPal,No,,
ORD-100367,2/15/2023,CUST-03236,Loyal,South,Alabama,In-Store,Toys,Action Figures,154.42,3,0.1,46.33,463.26,416.93,208.47,208.46,Express,12.99,3,Credit Card,No,,5
ORD-100368,10/29/2022,CUST-07044,VIP,North,Michigan,In-Store,Food & Beverage,Snacks,8.95,1,0.15,1.34,8.95,7.61,4.92,2.69,Standard,4.99,4,Credit Card,No,,5
ORD-100369,7/17/2022,CUST-03814,Returning,West,Nevada,Online,Clothing,Accessories,164.74,1,0,0,164.74,164.74,69.19,95.55,Standard,4.99,3,PayPal,No,,5
ORD-100370,10/7/2023,CUST-06784,Loyal,West,California,Online,Toys,Educational,43.68,1,0,0,43.68,43.68,19.66,24.02,Standard,4.99,6,Debit Card,No,,4
ORD-100371,8/20/2024,CUST-06541,Returning,South,Louisiana,Online,Food & Beverage,Beverages,31.45,5,0,0,157.25,157.25,86.49,70.76,Standard,4.99,5,Credit Card,Yes,Defective,
ORD-100372,2/25/2022,CUST-03028,Returning,North,North Dakota,Online,Beauty,Fragrance,35.8,1,0,0,35.8,35.8,14.32,21.48,Overnight,24.99,1,Credit Card,No,,3
ORD-100373,10/30/2023,CUST-01182,New,West,Arizona,In-Store,Electronics,Headphones,1282.2,1,0,0,1282.2,1282.2,794.96,487.24,Express,12.99,2,Debit Card,No,,3
ORD-100374,10/26/2024,CUST-07448,Returning,Central,Indiana,Online,Beauty,Makeup,18.28,3,0,0,54.84,54.84,21.94,32.9,Free Shipping,0,10,Debit Card,No,,4
ORD-100375,7/8/2022,CUST-07517,Returning,East,New Jersey,Online,Clothing,Accessories,29.17,3,0.07,6.13,87.51,81.38,36.75,44.63,Standard,4.99,6,Apple Pay,No,,4
ORD-100376,11/21/2024,CUST-06413,New,South,Texas,In-Store,Home & Garden,Lighting,578.02,2,0.05,57.8,1156.04,1098.24,578.02,520.22,Express,12.99,3,Debit Card,No,,5
ORD-100377,5/3/2022,CUST-04360,Loyal,West,Washington,Online,Sports & Outdoors,Cycling,160.42,3,0,0,481.26,481.26,231,250.26,Free Shipping,0,10,PayPal,No,,5
ORD-100378,4/29/2023,CUST-05586,Loyal,North,Wisconsin,Online,Toys,Board Games,198.36,1,0.1,19.84,198.36,178.52,89.26,89.26,Express,12.99,3,Credit Card,No,,1
ORD-100379,12/27/2022,CUST-01520,Returning,West,California,Online,Books,Fiction,45.81,1,0,0,45.81,45.81,17.41,28.4,Standard,4.99,4,Apple Pay,No,,
ORD-100380,10/21/2024,CUST-07608,New,Central,Kansas,Online,Clothing,Accessories,72.97,3,0.05,10.95,218.91,207.96,91.94,116.02,Standard,4.99,4,Apple Pay,No,,5
ORD-100381,12/25/2022,CUST-01925,Returning,West,Nevada,Online,Clothing,Footwear,73.54,1,0.07,5.15,73.54,68.39,30.89,37.5,Standard,4.99,5,Debit Card,No,,5
ORD-100382,1/24/2024,CUST-07461,VIP,Central,Illinois,Mobile App,Books,Fiction,36.2,1,0,0,36.2,36.2,13.76,22.44,Overnight,24.99,1,PayPal,No,,5
ORD-100383,6/25/2024,CUST-02312,Loyal,West,Oregon,Online,Toys,Action Figures,184.26,2,0.1,36.85,368.52,331.67,165.83,165.84,Standard,4.99,3,Cash,No,,2
ORD-100384,4/25/2024,CUST-07663,Returning,North,Wisconsin,In-Store,Beauty,Fragrance,70.24,1,0.07,4.92,70.24,65.32,28.1,37.22,Express,12.99,3,Debit Card,No,,3
ORD-100385,1/7/2022,CUST-07288,New,East,New Jersey,In-Store,Toys,Board Games,168.32,2,0.05,16.83,336.64,319.81,151.49,168.32,Overnight,24.99,1,Credit Card,No,,4
ORD-100386,6/18/2023,CUST-07837,New,East,New Jersey,Online,Home & Garden,Lighting,532.91,1,0.05,26.65,532.91,506.26,266.45,239.81,Free Shipping,0,6,Debit Card,No,,5
ORD-100387,6/21/2023,CUST-05646,New,West,Arizona,Online,Home & Garden,Furniture,88.05,2,0.05,8.8,176.1,167.3,88.05,79.25,Standard,4.99,3,Credit Card,No,,5
ORD-100388,2/21/2023,CUST-07750,New,East,Massachusetts,Online,Sports & Outdoors,Cycling,145.25,2,0.05,14.53,290.5,275.97,139.44,136.53,Standard,4.99,5,Debit Card,No,,
ORD-100389,7/12/2024,CUST-04256,Loyal,Central,Missouri,Online,Sports & Outdoors,Cycling,316.9,2,0.1,63.38,633.8,570.42,304.22,266.2,Free Shipping,0,7,Debit Card,No,,3
ORD-100390,4/26/2023,CUST-04120,New,Central,Kansas,In-Store,Food & Beverage,Supplements,27.68,1,0,0,27.68,27.68,15.22,12.46,Express,12.99,1,Apple Pay,No,,4
ORD-100391,10/6/2024,CUST-01361,New,South,Texas,Online,Beauty,Fragrance,117.63,1,0.05,5.88,117.63,111.75,47.05,64.7,Standard,4.99,5,Debit Card,No,,4
ORD-100392,11/24/2024,CUST-07539,Loyal,East,Massachusetts,Mobile App,Clothing,Women's Tops,96.39,1,0,0,96.39,96.39,40.48,55.91,Overnight,24.99,1,Credit Card,No,,3
ORD-100393,10/10/2024,CUST-02012,Loyal,East,Connecticut,In-Store,Electronics,Headphones,487,1,0,0,487,487,301.94,185.06,Free Shipping,0,9,Debit Card,No,,5
ORD-100394,3/11/2023,CUST-03692,Loyal,Central,Ohio,Online,Electronics,Cameras,82.44,2,0.1,16.49,164.88,148.39,102.23,46.16,Overnight,24.99,1,Credit Card,No,,5
ORD-100395,6/16/2022,CUST-04711,VIP,West,Oregon,In-Store,Food & Beverage,Organic,29.36,2,0.15,8.81,58.72,49.91,32.3,17.61,Overnight,24.99,1,Credit Card,No,,3
ORD-100396,10/24/2023,CUST-04267,New,Central,Kansas,Online,Electronics,Laptops,161.48,3,0,0,484.44,484.44,300.35,184.09,Free Shipping,0,7,Debit Card,No,,5
ORD-100397,10/2/2024,CUST-04649,Returning,Central,Ohio,Online,Toys,Outdoor Toys,178.56,1,0.07,12.5,178.56,166.06,80.35,85.71,Standard,4.99,7,Credit Card,No,,5
ORD-100398,5/22/2024,CUST-05057,Returning,Central,Indiana,Phone Order,Clothing,Men's Tops,112.54,2,0,0,225.08,225.08,94.53,130.55,Overnight,24.99,1,PayPal,No,,
ORD-100399,9/19/2022,CUST-01881,New,Central,Missouri,Online,Books,Non-Fiction,29.44,1,0.05,1.47,29.44,27.97,11.19,16.78,Standard,4.99,7,Credit Card,No,,4
ORD-100400,2/3/2022,CUST-03571,Returning,South,Florida,Mobile App,Clothing,Jackets,123.62,1,0.07,8.65,123.62,114.97,51.92,63.05,Overnight,24.99,1,Credit Card,No,,5
ORD-100401,6/10/2022,CUST-04769,New,West,Arizona,Online,Books,Fiction,37.05,3,0.05,5.56,111.15,105.59,42.24,63.35,Overnight,24.99,1,Debit Card,No,,5
ORD-100402,3/19/2024,CUST-01219,New,South,Florida,Online,Books,Fiction,16.78,2,0.05,1.68,33.56,31.88,12.75,19.13,Free Shipping,0,7,Credit Card,No,,5
ORD-100403,8/7/2024,CUST-04973,Loyal,West,California,Online,Home & Garden,Garden Tools,293.45,3,0.1,88.03,880.35,792.32,440.17,352.15,Express,12.99,2,Cash,No,,5
ORD-100404,7/30/2022,CUST-04982,New,West,Arizona,In-Store,Toys,Educational,108.99,2,0.05,10.9,217.98,207.08,98.09,108.99,Express,12.99,3,Debit Card,No,,4
ORD-100405,5/14/2024,CUST-06293,Returning,North,Michigan,Mobile App,Beauty,Wellness,48.13,2,0,0,96.26,96.26,38.5,57.76,Express,12.99,2,Debit Card,No,,
ORD-100406,11/5/2024,CUST-07824,Loyal,Central,Missouri,Online,Clothing,Footwear,189.11,2,0,0,378.22,378.22,158.85,219.37,Free Shipping,0,10,Credit Card,No,,3
ORD-100407,6/26/2022,CUST-05044,Loyal,South,Florida,Online,Food & Beverage,Coffee & Tea,27.76,1,0,0,27.76,27.76,15.27,12.49,Free Shipping,0,5,Debit Card,Yes,Not as Described,3
ORD-100408,11/23/2023,CUST-07302,VIP,South,Texas,In-Store,Home & Garden,Lighting,47.06,3,0,0,141.18,141.18,70.59,70.59,Free Shipping,0,5,Debit Card,No,,4
ORD-100409,6/15/2024,CUST-05155,New,North,Montana,In-Store,Food & Beverage,Snacks,12.9,2,0.05,1.29,25.8,24.51,14.19,10.32,Express,12.99,3,Apple Pay,No,,
ORD-100410,11/2/2024,CUST-04405,Loyal,South,Georgia,Online,Home & Garden,Furniture,466.14,1,0.1,46.61,466.14,419.53,233.07,186.46,Express,12.99,2,Credit Card,No,,3
ORD-100411,4/29/2024,CUST-04353,Loyal,South,Louisiana,Online,Beauty,Makeup,108.78,4,0.1,43.51,435.12,391.61,174.05,217.56,Express,12.99,3,Credit Card,No,,4
ORD-100412,5/23/2022,CUST-06408,New,East,Massachusetts,Phone Order,Clothing,Footwear,185.66,1,0.05,9.28,185.66,176.38,77.98,98.4,Free Shipping,0,8,Credit Card,No,,5
ORD-100413,4/3/2024,CUST-04309,Returning,East,New York,Mobile App,Books,Educational,26.73,1,0.07,1.87,26.73,24.86,10.16,14.7,Standard,4.99,6,Cash,No,,5
ORD-100414,6/22/2022,CUST-03325,New,East,Massachusetts,In-Store,Electronics,Cameras,317.16,1,0,0,317.16,317.16,196.64,120.52,Free Shipping,0,7,PayPal,No,,1
ORD-100415,5/10/2023,CUST-02014,New,Central,Illinois,In-Store,Books,Children's,9.99,2,0,0,19.98,19.98,7.59,12.39,Express,12.99,3,Apple Pay,No,,4
ORD-100416,12/28/2024,CUST-06851,Loyal,East,New Jersey,Online,Toys,Board Games,83.61,2,0,0,167.22,167.22,75.25,91.97,Overnight,24.99,1,PayPal,No,,
ORD-100417,10/28/2022,CUST-04025,Returning,North,Minnesota,Online,Toys,Educational,139.56,1,0.07,9.77,139.56,129.79,62.8,66.99,Express,12.99,2,Apple Pay,No,,4
ORD-100418,9/29/2024,CUST-05334,New,South,Louisiana,Online,Toys,Board Games,35.07,1,0.05,1.75,35.07,33.32,15.78,17.54,Overnight,24.99,1,PayPal,No,,4
ORD-100419,8/14/2022,CUST-03484,Returning,Central,Indiana,Online,Clothing,Footwear,69.38,1,0,0,69.38,69.38,29.14,40.24,Free Shipping,0,6,Credit Card,No,,5
ORD-100420,1/10/2023,CUST-05634,Returning,North,Montana,Online,Food & Beverage,Snacks,38.92,1,0,0,38.92,38.92,21.41,17.51,Express,12.99,3,Apple Pay,No,,3
ORD-100421,8/1/2024,CUST-04239,Returning,South,Georgia,Online,Food & Beverage,Organic,30.41,1,0.07,2.13,30.41,28.28,16.73,11.55,Standard,4.99,4,Debit Card,No,,2
ORD-100422,9/25/2023,CUST-05274,Loyal,North,Wisconsin,Phone Order,Clothing,Accessories,50.03,1,0.1,5,50.03,45.03,21.01,24.02,Free Shipping,0,6,Debit Card,No,,3
ORD-100423,5/18/2023,CUST-03784,Returning,Central,Kansas,Online,Food & Beverage,Snacks,37.77,1,0.07,2.64,37.77,35.13,20.77,14.36,Free Shipping,0,6,Debit Card,No,,3
ORD-100424,8/8/2023,CUST-03664,Loyal,East,New York,Online,Home & Garden,Kitchen,125.24,2,0,0,250.48,250.48,125.24,125.24,Standard,4.99,5,Cash,No,,
ORD-100425,9/5/2022,CUST-01942,Loyal,South,Louisiana,In-Store,Electronics,Smartphones,386.6,1,0.1,38.66,386.6,347.94,239.69,108.25,Standard,4.99,3,Debit Card,Yes,Defective,4
ORD-100426,7/27/2022,CUST-07413,Loyal,South,Georgia,In-Store,Sports & Outdoors,Water Sports,436.35,1,0.1,43.64,436.35,392.71,209.45,183.26,Express,12.99,2,Debit Card,No,,4
ORD-100427,1/3/2022,CUST-07877,Returning,East,Pennsylvania,Online,Food & Beverage,Beverages,55.99,5,0.07,19.6,279.95,260.35,153.97,106.38,Express,12.99,3,Cash,No,,4
ORD-100428,5/24/2022,CUST-02727,VIP,West,California,Mobile App,Books,Fiction,33.63,4,0,0,134.52,134.52,51.12,83.4,Free Shipping,0,6,PayPal,No,,4
ORD-100429,10/21/2023,CUST-05987,New,West,Arizona,Online,Beauty,Makeup,62.41,4,0.05,12.48,249.64,237.16,99.86,137.3,Free Shipping,0,5,Cash,No,,5
ORD-100430,6/8/2022,CUST-07874,Returning,North,Michigan,Phone Order,Electronics,Headphones,1009.95,2,0,0,2019.9,2019.9,1252.34,767.56,Standard,4.99,4,Credit Card,No,,4
ORD-100431,7/30/2023,CUST-03973,New,North,Montana,In-Store,Beauty,Makeup,14.04,1,0.05,0.7,14.04,13.34,5.62,7.72,Free Shipping,0,7,Apple Pay,No,,
ORD-100432,10/21/2024,CUST-01535,Loyal,Central,Ohio,In-Store,Food & Beverage,Coffee & Tea,49.1,2,0,0,98.2,98.2,54.01,44.19,Express,12.99,1,Debit Card,No,,5
ORD-100433,2/17/2022,CUST-03646,VIP,West,California,Mobile App,Books,Self-Help,26.16,5,0,0,130.8,130.8,49.7,81.1,Standard,4.99,3,PayPal,No,,4
ORD-100434,4/7/2022,CUST-07616,Returning,Central,Missouri,Online,Books,Children's,9.06,2,0.07,1.27,18.12,16.85,6.89,9.96,Free Shipping,0,6,Debit Card,No,,
ORD-100435,11/6/2023,CUST-07885,Loyal,North,North Dakota,Online,Clothing,Men's Tops,61.32,1,0,0,61.32,61.32,25.75,35.57,Free Shipping,0,6,Credit Card,No,,
ORD-100436,5/30/2022,CUST-07944,VIP,West,Arizona,Online,Food & Beverage,Snacks,56.99,2,0,0,113.98,113.98,62.69,51.29,Standard,4.99,7,Gift Card,No,,
ORD-100437,5/15/2022,CUST-02909,New,Central,Illinois,Online,Clothing,Men's Tops,174.94,2,0.05,17.49,349.88,332.39,146.95,185.44,Free Shipping,0,5,Debit Card,No,,4
ORD-100438,11/27/2023,CUST-01553,New,West,Arizona,Online,Beauty,Skincare,75.21,3,0.05,11.28,225.63,214.35,90.25,124.1,Express,12.99,3,Credit Card,No,,4
ORD-100439,6/29/2024,CUST-07179,Returning,South,Texas,Online,Home & Garden,Kitchen,227.48,2,0.07,31.85,454.96,423.11,227.48,195.63,Free Shipping,0,5,Credit Card,No,,5
ORD-100440,11/26/2024,CUST-02600,Loyal,North,Wisconsin,In-Store,Books,Non-Fiction,49,2,0,0,98,98,37.24,60.76,Express,12.99,3,Apple Pay,Yes,Wrong Size,5
ORD-100441,11/10/2023,CUST-01345,New,East,Connecticut,Online,Toys,Puzzles,105.73,4,0.05,21.15,422.92,401.77,190.31,211.46,Free Shipping,0,7,Credit Card,No,,3
